order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD242149,REST1781,CUST04874,COUR3217,-37.823625799999995,144.9808734,2020-06-28,02:58:01,0,1,Car,"[('veggie pizza', 3), ('pizza', 2)]",10,67.203,2198.0,5,,4.0883
ORD319747,REST1801,CUST07788,COUR3281,-37.7990994,144.9706873,2020-09-26,10:52:44,0,1,Motorbike,"[('tandoori chicken', 1), ('crispy chicken', 1), ('hyderabadi biryani', 2)]",40,28.182,1182.0,2,,4.3086
ORD300055,REST1801,CUST00352,COUR1568,-37.8206866,144.9847261,2020-10-02,13:30:59,1,0,Motorbike,"[('tandoori chicken', 3), ('chicken guntur', 3), ('chicken boneless biryani', 2)]",0,130.69,3973.0,8,,4.9657
ORD267738,REST1801,CUST13447,COUR3129,-37.825335700000004,144.9816501,2020-10-22,18:27:41,1,0,Bike,"[('chicken guntur', 2), ('hyderabadi biryani', 1)]",45,14.685,4186.0,21,,5.9291
ORD157395,REST0936,CUST05144,COUR4728,-37.8244413,144.9526875,2020-10-26,05:16:29,0,0,Car,"[('mocha chingri', 2), ('tender coconut ice cream', 3), ('banana chips', 3), ('saffron pilaf', 1)]",0,179.4,,8,,
ORD254750,REST0936,CUST08271,COUR4320,-37.8206387,144.9573861,2020-04-17,02:18:27,0,0,Bike,"[('tender coconut ice cream', 1), ('paratha', 3)]",40,29.088,,15,,
ORD035249,REST1781,CUST08141,COUR0410,-37.8174439,145.0048331,2020-01-07,03:05:56,0,0,Car,"[('mango salad', 2), ('pizza', 2), ('veggie pizza', 1)]",0,102.29,4153.0,10,,3.9696
ORD158458,REST1450,CUST07418,COUR0954,-37.8208963,144.96700959999998,2020-02-21,12:23:44,1,0,Car,"[('kachori', 2), ('puri sabzi', 2), ('samosa', 3)]",20,75.32,,4,,
ORD186529,REST1858,CUST02033,COUR2680,-37.800880799999995,144.9491965,2020-08-07,21:53:24,0,0,Bike,"[('mackerel fry', 3), ('beef fry', 1)]",0,47.71,4383.0,22,,5.0106
ORD210184,REST0936,CUST00192,COUR0744,-37.8088956,144.9577571,2020-07-27,08:18:27,0,0,Car,"[('tender coconut ice cream', 2), ('paratha', 1), ('begun pora', 1)]",0,73.72,2690.0,6,,3.3873
ORD265936,REST0936,CUST01001,COUR3698,-37.7998391,144.9265225,2020-10-22,12:15:49,1,0,Motorbike,"[('paratha', 2), ('begun pora', 1), ('saffron pilaf', 3)]",10,102.924,1484.0,3,,4.4449
ORD339666,REST0936,CUST13227,COUR0593,-37.8216064,144.97794580000001,2020-12-01,01:50:46,0,0,Bike,"[('saffron pilaf', 3), ('banana chips', 3), ('mocha chingri', 2), ('paratha', 1)]",45,97.174,5154.0,26,,5.2154
ORD235157,REST1450,CUST02351,COUR0845,-37.80114329999999,145.0087469,2020-07-17,19:23:04,1,0,Bike,"[('rasgulla', 3), ('poha', 2)]",10,74.277,6184.0,31,,7.6408
ORD127447,REST1781,CUST09847,COUR2266,-37.8078997,144.97338169999998,2020-10-10,07:27:01,0,1,Bike,"[('pizza', 3), ('veggie pizza', 1)]",10,71.856,1300.0,6,,4.6346
ORD084222,REST1858,CUST08445,COUR4930,-37.801992,144.9638169,2020-12-02,13:19:07,1,0,Motorbike,"[('kerala parotta', 2), ('crab toast', 2)]",0,38.98,,7,,
ORD288000,REST1781,CUST09304,COUR2248,-37.815726299999994,144.9581669,2020-08-22,23:04:36,0,1,Motorbike,"[('veggie pizza', 2), ('pizza', 1), ('coffee', 1), ('chicken burger', 3)]",10,90.522,763.0,2,,4.0417
ORD205073,REST1781,CUST02066,COUR4568,-37.797307399999994,145.00907019999997,2020-08-29,04:21:05,0,1,Bike,"[('coffee', 3), ('chicken burger', 3), ('mango salad', 1), ('pizza', 1)]",40,90.588,5461.0,27,,6.6006
ORD330595,REST1801,CUST03224,COUR2971,-37.8111596,144.9295583,2020-07-07,21:09:53,0,0,Bike,"[('chicken guntur', 1), ('naan', 2)]",20,28.136,4324.0,22,,4.8224
ORD157517,REST1781,CUST12655,COUR2090,-37.8035155,144.9498144,2020-08-28,13:54:43,1,0,Bike,"[('coffee', 3), ('veggie pizza', 1), ('beef burger', 2), ('burgers', 3)]",10,101.376,2303.0,12,,5.3651
ORD142317,REST1801,CUST11191,COUR4833,-37.807769799999996,144.94871919999997,2020-08-27,13:11:12,1,0,Motorbike,"[('crispy chicken', 3), ('naan', 1), ('tandoori chicken', 2), ('chicken boneless biryani', 1)]",20,89.352,1785.0,4,,4.2475
ORD126874,REST1858,CUST02402,COUR4318,-37.8051269,144.984554,2020-01-24,10:48:47,0,0,Motorbike,"[('fish', 3), ('beef fry', 3)]",10,74.655,,4,,
ORD260420,REST1781,CUST13332,COUR3602,-37.7995415,144.96344030000003,2020-08-13,23:48:07,0,0,Motorbike,"[('coffee', 3), ('pizza', 3)]",0,139.32,1848.0,4,,3.2111
ORD185614,REST1450,CUST01461,COUR2737,-37.8145317,144.9711395,2020-02-23,11:44:10,0,1,Car,"[('kachori', 2), ('jalebi', 3), ('puri sabzi', 2)]",45,47.295,1627.0,4,,4.1465
ORD144867,REST1858,CUST06892,COUR0145,-37.806292299999996,144.9596444,2020-08-19,21:53:24,0,0,Motorbike,"[('beef fry', 1), ('appam', 1), ('mackerel fry', 1)]",0,42.93,3147.0,6,,3.6788
ORD116893,REST1858,CUST05539,COUR1814,-37.8197783,144.9581123,2020-10-21,19:58:40,1,0,Motorbike,"[('kerala parotta', 1), ('fish', 1), ('appam', 1), ('beef fry', 2)]",0,72.09,2571.0,5,,5.2213
ORD075928,REST1781,CUST04250,COUR0314,-37.8262281,144.9956458,2020-02-15,05:08:34,0,1,Bike,"[('beef burger', 1), ('coffee', 1)]",0,31.76,3522.0,18,,5.7073
ORD188644,REST0936,CUST08240,COUR2808,-37.8203203,144.95772580000002,2020-03-25,02:30:19,0,0,Motorbike,"[('cheesecake', 3), ('begun pora', 3)]",0,111.39,3120.0,6,,3.1215
ORD313279,REST1450,CUST09458,COUR4077,-37.8045641,144.9773979,2020-01-13,23:08:34,0,0,Car,"[('puri sabzi', 3), ('poha', 2), ('samosa', 2)]",0,101.45,2876.0,7,,3.5776
ORD031247,REST1450,CUST07260,COUR2935,-37.8205129,144.9486694,2020-12-22,12:47:28,1,0,Motorbike,"[('puri sabzi', 2), ('poha', 2), ('rasgulla', 1), ('jalebi', 3)]",45,59.565,590.0,1,,4.8645
ORD210579,REST1801,CUST07752,COUR2852,-37.8187,144.9531457,2020-05-23,02:38:14,0,1,Bike,"[('crispy chicken', 2), ('hyderabadi biryani', 2), ('tandoori chicken', 3), ('chicken boneless biryani', 1)]",0,120.26,2769.0,14,,4.8535
ORD072243,REST1858,CUST12344,COUR2477,-37.811723799999996,144.96434069999998,2020-01-20,05:24:23,0,0,Bike,"[('mackerel fry', 1), ('fish', 1)]",0,29.26,,12,,
ORD051063,REST1801,CUST13058,COUR2829,-37.812083799999996,144.9530679,2020-05-25,18:23:44,1,0,Bike,"[('chicken guntur', 1), ('chicken boneless biryani', 3), ('naan', 3), ('crispy chicken', 2)]",40,85.002,,9,,
ORD167264,REST0936,CUST05184,COUR1702,-37.8253619,144.95697769999998,2020-02-08,21:01:58,0,1,Motorbike,"[('tender coconut ice cream', 1), ('mocha chingri', 2), ('banana chips', 2)]",20,77.552,3379.0,7,,4.3111
ORD157274,REST1450,CUST11005,COUR1746,-37.80538920000001,144.9565606,2020-09-20,18:51:25,1,1,Car,"[('puri sabzi', 1), ('samosa', 2), ('kachori', 1)]",40,32.082,1875.0,4,,5.8054
ORD276274,REST1450,CUST10115,COUR2022,-37.8142698,145.0123841,2020-04-06,04:29:00,0,0,Motorbike,"[('samosa', 3), ('puri sabzi', 1), ('poha', 3)]",20,66.496,5905.0,12,,3.9154
ORD075604,REST1781,CUST09257,COUR0040,-37.8154544,144.9665483,2020-04-07,17:32:18,0,0,Car,"[('chicken burger', 3), ('mango salad', 2), ('coffee', 1)]",0,104.65,461.0,1,,2.6914
ORD064366,REST1801,CUST06428,COUR0599,-37.8115857,145.0106036,2020-06-10,02:30:19,0,0,Motorbike,"[('chicken guntur', 3), ('panner tikka', 1)]",20,27.8,5165.0,10,,3.4613
ORD231467,REST1801,CUST02713,COUR3450,-37.8223751,145.00509499999998,2020-11-25,23:28:21,0,0,Car,"[('chicken boneless biryani', 3), ('crispy chicken', 2), ('naan', 1)]",10,95.85,,14,,
ORD166116,REST0936,CUST06607,COUR4585,-37.8245088,144.9829143,2020-11-16,22:21:05,0,0,Car,"[('tender coconut ice cream', 3), ('paratha', 2), ('cheesecake', 1), ('saffron pilaf', 3)]",0,161.77,5761.0,14,,3.9404
ORD177571,REST1858,CUST10259,COUR1548,-37.812942,144.9635153,2020-01-05,12:07:54,1,1,Bike,"[('roast beef', 3), ('fish', 1), ('appam', 3), ('beef fry', 3)]",45,94.848,,12,,
ORD191494,REST1450,CUST03741,COUR4035,-37.82127929999999,144.94634119999998,2020-10-21,04:01:19,0,0,Bike,"[('puri sabzi', 1), ('poha', 3), ('rasgulla', 1)]",0,66.7,817.0,4,,3.5721
ORD281221,REST1801,CUST00499,COUR4198,-37.7995729,144.9374431,2020-06-14,05:40:13,0,1,Motorbike,"[('chicken boneless biryani', 1), ('panner tikka', 3), ('chicken guntur', 1)]",45,27.891,2217.0,4,,4.0391
ORD126512,REST1858,CUST12423,COUR2207,-37.8091669,144.94852680000002,2020-02-22,03:33:37,0,1,Bike,"[('kerala parotta', 2), ('fish', 3), ('beef fry', 3), ('crab toast', 1)]",20,93.024,,21,,
ORD137313,REST1781,CUST11672,COUR2178,-37.8208208,144.9883625,2020-03-10,22:01:19,0,0,Bike,"[('peri peri chicken wings', 2), ('veggie pizza', 2), ('mango salad', 1)]",0,77.72,2722.0,14,,4.2755
ORD223724,REST1781,CUST05728,COUR0068,-37.811788,144.9567909,2020-09-13,14:30:19,0,1,Motorbike,"[('pizza', 3), ('burgers', 3)]",0,87.69,1179.0,2,,4.0327
ORD206959,REST1450,CUST05225,COUR1227,-37.8233331,144.9608449,2020-02-01,16:56:42,0,1,Bike,"[('puri sabzi', 2), ('poha', 1), ('kachori', 3), ('rasgulla', 2)]",20,92.944,1162.0,6,,4.1242
ORD107149,REST1450,CUST06010,COUR4148,-37.8078693,144.99192050000002,2020-08-09,23:56:02,0,1,Car,"[('samosa', 1), ('rasgulla', 3)]",10,70.776,3978.0,10,,4.6964
ORD030220,REST1801,CUST07729,COUR4032,-37.802031899999996,144.9570706,2020-07-30,21:13:50,0,0,Motorbike,"[('chicken boneless biryani', 3), ('crispy chicken', 1), ('hyderabadi biryani', 1), ('chicken guntur', 2)]",0,107.59,612.0,1,,1.9853
ORD224507,REST1858,CUST03887,COUR2782,-37.80229620000001,145.012452,2020-04-24,12:23:44,1,0,Car,"[('kerala parotta', 3), ('crab toast', 2), ('roast beef', 2)]",0,95.3,,10,,
ORD104731,REST1781,CUST04589,COUR1940,-37.81392,144.9481385,2020-01-18,11:12:31,0,1,Motorbike,"[('beef burger', 2), ('burgers', 2)]",0,29.1,2607.0,5,,4.2667
ORD209607,REST0936,CUST06952,COUR1539,-37.8062667,144.9599949,2020-07-02,07:34:56,0,0,Bike,"[('paratha', 2), ('tender coconut ice cream', 1), ('begun pora', 3), ('cheesecake', 1)]",0,125.17,,13,,
ORD289033,REST0936,CUST10880,COUR0703,-37.8081027,144.95258859999998,2020-06-30,01:42:51,0,0,Motorbike,"[('saffron pilaf', 3), ('tender coconut ice cream', 1), ('begun pora', 2)]",10,125.64,2136.0,4,,2.9155
ORD060233,REST1858,CUST06069,COUR2635,-37.8066464,144.9416534,2020-11-25,19:42:51,1,0,Motorbike,"[('appam', 1), ('crab toast', 3), ('kerala parotta', 2), ('beef fry', 2)]",0,85.95,,10,,
ORD035410,REST0936,CUST04752,COUR4138,-37.805049100000005,144.925635,2020-04-30,10:32:58,0,0,Car,"[('banana chips', 2), ('begun pora', 2)]",10,78.948,737.0,2,,3.0402
ORD333667,REST1858,CUST03322,COUR0063,-37.8023092,144.9498347,2020-06-01,01:46:48,0,0,Motorbike,"[('beef fry', 3), ('appam', 2), ('fish', 2), ('kerala parotta', 3)]",20,117.84,4299.0,9,,3.5044
ORD016324,REST0936,CUST00657,COUR4088,-37.8058794,144.94835780000003,2020-09-29,15:41:32,0,0,Car,"[('tender coconut ice cream', 3), ('mocha chingri', 1), ('saffron pilaf', 2), ('paratha', 3)]",45,84.958,1606.0,4,,2.7935
ORD020949,REST0936,CUST08257,COUR1178,-37.82119960000001,144.9555463,2020-02-17,17:52:05,0,0,Car,"[('cheesecake', 2), ('mocha chingri', 2), ('tender coconut ice cream', 2)]",10,92.952,2918.0,7,,3.2405
ORD056566,REST1801,CUST05827,COUR3100,-37.8103666,144.98004699999998,2020-08-16,14:02:38,0,1,Car,"[('chicken boneless biryani', 1), ('tandoori chicken', 1)]",20,33.28,2626.0,6,,4.1232
ORD181259,REST1450,CUST02144,COUR1999,-37.8043831,144.950366,2020-06-16,08:38:14,0,0,Bike,"[('jalebi', 1), ('puri sabzi', 2), ('kachori', 3)]",0,74.01,,10,,
ORD162922,REST1858,CUST08821,COUR1159,-37.803376,144.9620344,2020-03-01,00:15:49,0,1,Motorbike,"[('kerala parotta', 1), ('roast beef', 1), ('beef fry', 3)]",45,36.982,3305.0,7,,4.5732
ORD341401,REST1450,CUST13963,COUR2741,-37.811556700000004,144.9568154,2020-08-12,09:57:21,0,0,Car,"[('poha', 1), ('samosa', 1), ('puri sabzi', 3)]",10,72.288,1119.0,3,,3.0983
ORD277917,REST0936,CUST03468,COUR0600,-37.8191448,144.99743759999998,2020-05-08,01:38:54,0,0,Car,"[('cheesecake', 2), ('banana chips', 1), ('mocha chingri', 1)]",0,63.71,6711.0,16,,4.3489
ORD327838,REST1858,CUST04856,COUR3317,-37.804452000000005,144.9262237,2020-08-23,20:34:17,0,1,Car,"[('kerala parotta', 2), ('crab toast', 2), ('appam', 2)]",10,70.866,,15,,
ORD202360,REST1801,CUST13579,COUR4465,-37.8165715,144.93772019999997,2020-01-22,02:02:38,0,0,Bike,"[('panner tikka', 2), ('hyderabadi biryani', 2)]",0,27.6,3275.0,16,,4.2998
ORD217114,REST1781,CUST10059,COUR2360,-37.8234541,144.9937219,2020-10-15,01:34:56,0,0,Motorbike,"[('burgers', 3), ('chicken burger', 3), ('veggie pizza', 1)]",0,61.99,,7,,
ORD202820,REST1781,CUST02709,COUR0925,-37.8203135,145.0015295,2020-05-12,23:08:34,0,0,Car,"[('pizza', 2), ('coffee', 3)]",0,115.77,3883.0,9,,3.6852
ORD324285,REST1781,CUST12622,COUR2741,-37.803285200000005,144.9491709,2020-01-01,15:37:34,0,0,Car,"[('beef burger', 1), ('veggie pizza', 3)]",0,36.44,2417.0,6,,3.3845
ORD192180,REST0936,CUST04361,COUR3679,-37.8231385,144.9882585,2020-07-28,03:37:34,0,0,Car,"[('mocha chingri', 1), ('saffron pilaf', 2), ('begun pora', 2), ('paratha', 3)]",0,144.19,5887.0,14,,3.9338
ORD081371,REST1781,CUST08568,COUR1699,-37.8175006,145.0040993,2020-07-21,16:29:00,0,0,Car,"[('mango salad', 3), ('burgers', 2)]",10,72.324,,10,,
ORD346820,REST1858,CUST01131,COUR4818,-37.8043515,145.00041389999998,2020-01-29,00:43:30,0,0,Bike,"[('crab toast', 2), ('fish', 1), ('appam', 1)]",0,48.11,3278.0,16,,4.4616
ORD111610,REST1450,CUST07707,COUR1623,-37.798984999999995,144.95408480000003,2020-12-15,06:27:41,0,0,Motorbike,"[('poha', 1), ('samosa', 3), ('rasgulla', 3), ('puri sabzi', 2)]",0,152.02,2551.0,5,,3.2674
ORD239557,REST1858,CUST07940,COUR2730,-37.8129475,144.9783171,2020-12-09,04:32:58,0,0,Bike,"[('appam', 1), ('crab toast', 1)]",0,25.53,1341.0,7,,3.8757
ORD323095,REST0936,CUST10054,COUR1420,-37.8022616,144.990613,2020-11-24,23:12:31,0,0,Motorbike,"[('cheesecake', 1), ('tender coconut ice cream', 1), ('saffron pilaf', 3), ('banana chips', 1)]",10,110.115,6183.0,12,,3.8043
ORD289789,REST1858,CUST13734,COUR4727,-37.8190351,144.95431530000002,2020-09-23,16:05:16,0,0,Bike,"[('kerala parotta', 1), ('roast beef', 2), ('appam', 2), ('beef fry', 1)]",0,106.8,3046.0,15,,4.6993
ORD070171,REST1858,CUST10252,COUR0241,-37.812028999999995,144.9635865,2020-04-06,18:55:23,1,0,Car,"[('beef fry', 1), ('kerala parotta', 1), ('fish', 3)]",0,75.35,2517.0,6,,5.2204
ORD039226,REST1858,CUST04139,COUR2820,-37.8188221,144.9821646,2020-02-05,09:53:24,0,0,Car,"[('mackerel fry', 2), ('fish', 3), ('crab toast', 2), ('beef fry', 1)]",45,53.609,,1,,
ORD186443,REST1801,CUST06952,COUR3088,-37.8062667,144.9599949,2020-08-01,08:30:19,0,1,Car,"[('crispy chicken', 1), ('hyderabadi biryani', 3), ('tandoori chicken', 1)]",40,32.766,842.0,2,,3.611
ORD168697,REST1450,CUST00324,COUR1776,-37.801353999999996,144.9463284,2020-02-05,01:07:15,0,0,Motorbike,"[('kachori', 2), ('rasgulla', 3)]",0,82.17,,5,,
ORD202327,REST1450,CUST13913,COUR0939,-37.807367,144.9629436,2020-04-27,16:01:19,0,0,Car,"[('jalebi', 2), ('kachori', 1), ('samosa', 3), ('rasgulla', 2)]",10,99.513,1990.0,5,,3.0609
ORD021683,REST1858,CUST02517,COUR2506,-37.8155917,145.0059186,2020-05-15,17:36:15,0,0,Motorbike,"[('crab toast', 2), ('roast beef', 2)]",0,53.78,2551.0,5,,3.8233
ORD021042,REST0936,CUST13851,COUR4673,-37.817686,144.9662605,2020-04-05,04:44:50,0,1,Car,"[('cheesecake', 1), ('begun pora', 3), ('banana chips', 2), ('paratha', 1)]",20,107.528,,9,,
ORD181208,REST1858,CUST00614,COUR1191,-37.8152018,144.95592340000002,2020-06-26,06:59:20,0,0,Motorbike,"[('crab toast', 3), ('roast beef', 3), ('fish', 2), ('kerala parotta', 1)]",0,128.37,3101.0,6,,3.246
ORD172321,REST1801,CUST04153,COUR4293,-37.821333,144.9834794,2020-06-15,07:34:56,0,0,Car,"[('chicken boneless biryani', 2), ('chicken guntur', 2), ('naan', 2)]",40,54.06,3798.0,9,,3.2588
ORD291125,REST0936,CUST01263,COUR4765,-37.8002338,144.9770628,2020-02-13,14:50:06,0,0,Car,"[('cheesecake', 1), ('begun pora', 2)]",0,61.69,4761.0,11,,3.9044
ORD215032,REST1801,CUST12950,COUR2086,-37.8114098,144.9520326,2020-05-31,20:02:38,0,1,Bike,"[('panner tikka', 3), ('naan', 3)]",0,56.94,1914.0,10,,4.4835
ORD163345,REST1450,CUST02205,COUR1694,-37.810354499999995,144.9509758,2020-07-24,03:53:24,0,0,Motorbike,"[('jalebi', 1), ('poha', 2), ('samosa', 3), ('rasgulla', 3)]",20,104.776,1142.0,2,,2.9265
ORD233829,REST1858,CUST02058,COUR0424,-37.804441600000004,144.9508031,2020-07-26,01:03:17,0,1,Motorbike,"[('mackerel fry', 3), ('beef fry', 3), ('fish', 3)]",20,95.952,,8,,
ORD257641,REST1858,CUST09641,COUR2538,-37.8021939,145.0040721,2020-05-26,01:46:48,0,0,Motorbike,"[('mackerel fry', 2), ('beef fry', 3), ('fish', 2)]",0,90.68,,7,,
ORD231544,REST1781,CUST08218,COUR2019,-37.818567200000004,144.99915149999998,2020-03-07,11:56:02,0,1,Bike,"[('veggie pizza', 1), ('peri peri chicken wings', 2)]",40,27.318,3489.0,17,,5.7813
ORD017038,REST0936,CUST09132,COUR4973,-37.817274499999996,144.9533612,2020-06-06,23:20:26,0,1,Car,"[('tender coconut ice cream', 2), ('mocha chingri', 1), ('saffron pilaf', 3)]",0,129.55,2416.0,6,,4.4986
ORD099590,REST1781,CUST08511,COUR3323,-37.8165806,144.93744660000002,2020-06-24,09:45:29,0,0,Motorbike,"[('mango salad', 1), ('burgers', 2), ('peri peri chicken wings', 1)]",0,52.53,,6,,
ORD133116,REST1450,CUST13002,COUR4157,-37.8127518,144.9524035,2020-08-09,13:30:59,1,1,Motorbike,"[('puri sabzi', 1), ('samosa', 1), ('kachori', 3), ('jalebi', 1)]",0,67.07,,2,,
ORD034550,REST1801,CUST05219,COUR1290,-37.822337899999994,144.96099719999998,2020-09-21,22:21:05,0,0,Motorbike,"[('chicken boneless biryani', 1), ('panner tikka', 3), ('naan', 2)]",0,66.82,,6,,
ORD269946,REST1781,CUST12487,COUR0438,-37.81886110000001,144.9532927,2020-06-13,17:56:02,0,1,Bike,"[('peri peri chicken wings', 2), ('burgers', 3), ('pizza', 1), ('mango salad', 2)]",0,122.93,1477.0,7,,4.3193
ORD009412,REST1858,CUST01247,COUR3178,-37.8033157,144.9823134,2020-06-28,01:54:43,0,1,Car,"[('roast beef', 2), ('appam', 3), ('mackerel fry', 1)]",10,103.005,2376.0,6,,4.5135
ORD347384,REST1450,CUST08797,COUR0713,-37.7865539,145.0197062,2020-11-27,22:25:03,0,0,Motorbike,"[('poha', 3), ('puri sabzi', 1), ('kachori', 1)]",45,29.1,,18,,
ORD007839,REST1450,CUST06399,COUR3455,-37.818252799999996,144.9751372,2020-11-10,21:37:34,0,0,Car,"[('kachori', 3), ('jalebi', 2), ('puri sabzi', 2), ('rasgulla', 3)]",0,149.93,2030.0,5,,3.2044
ORD316682,REST1781,CUST02230,COUR1390,-37.825439200000005,144.95678999999998,2020-04-29,20:18:27,0,0,Bike,"[('chicken burger', 1), ('peri peri chicken wings', 2)]",0,48.26,,10,,
ORD134533,REST1801,CUST13961,COUR2944,-37.8124658,144.9540861,2020-01-17,10:56:42,0,0,Motorbike,"[('panner tikka', 1), ('chicken guntur', 3), ('chicken boneless biryani', 1), ('hyderabadi biryani', 3)]",10,72.333,1856.0,4,,2.8135
ORD268709,REST1450,CUST13015,COUR1594,-37.8126938,144.95261340000002,2020-01-16,20:50:06,0,0,Car,"[('samosa', 1), ('jalebi', 1)]",40,13.716,1092.0,3,,3.4638
ORD147224,REST1801,CUST08779,COUR1546,-37.8003595,144.9606992,2020-08-07,04:05:16,0,0,Bike,"[('naan', 1), ('panner tikka', 2), ('chicken guntur', 1)]",40,20.802,,1,,
ORD062978,REST0936,CUST13023,COUR4298,-37.812237700000004,144.9535131,2020-06-27,18:23:44,1,1,Motorbike,"[('tender coconut ice cream', 2), ('mocha chingri', 2), ('paratha', 3)]",40,64.092,,5,,
ORD080206,REST0936,CUST09371,COUR2032,-37.816166700000004,144.9639741,2020-12-27,22:01:19,0,1,Bike,"[('begun pora', 1), ('cheesecake', 3), ('mocha chingri', 1), ('tender coconut ice cream', 2)]",0,121.14,,18,,
ORD260337,REST1450,CUST05895,COUR0829,-37.8002435,144.95504440000002,2020-03-01,14:26:22,0,1,Bike,"[('poha', 1), ('kachori', 1), ('rasgulla', 2), ('samosa', 2)]",0,85.98,2428.0,12,,4.7442
ORD226529,REST1858,CUST10841,COUR4337,-37.801292700000005,144.9629735,2020-05-17,15:41:32,0,1,Motorbike,"[('fish', 3), ('beef fry', 1), ('crab toast', 2)]",0,72.81,3555.0,7,,4.8984
ORD235622,REST1450,CUST08418,COUR0830,-37.801953000000005,144.9636853,2020-12-17,13:38:54,1,0,Motorbike,"[('poha', 3), ('rasgulla', 3)]",0,90.87,2593.0,5,,5.0687
